name,price,capacity,price_per_gb,type,cache,form_factor,interface
Western Digital Caviar Black,530.75,2000.0,0.061,7200,64.0,3.5,SATA 6.0 Gb/s
Addlink A95,4070.59,8000.0,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red SN700,649.73,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Legend 960,1174.2,4000.0,0.068,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 ELITE PS5,693.24,2000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS3140,389.93,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG SX8200 Pro,259.5,256.0,0.234,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple,411.59,4000.0,0.024,5400,256.0,3.5,SATA 6.0 Gb/s
Hitachi HDS723030ALA640,270.77,3000.0,0.021,7200,64.0,3.5,SATA 6.0 Gb/s
ADATA Premium For PS5,584.91,2000.0,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Pro,996.55,8000.0,0.029,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate FireCuda 530 w/Heatsink,329.26,500.0,0.152,SSD,,M.2-2280,M.2 PCIe 4.0 X4
HP EX920,485.25,1000.0,0.112,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Gold,953.22,8000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Corsair MP400,4499.78,4000.0,0.26,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Hitachi Ultrastar He10,1392.84,10000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP A440 Lite,580.58,2000.0,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP EX2,251.27,1000.0,0.058,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600 PRO,428.92,1000.0,0.099,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN850,454.92,500.0,0.21,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SA510,389.93,1000.0,0.09,SSD,,M.2-2280,M.2 SATA
ADATA LEGEND 850 LITE,203.61,500.0,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA Ultimate SU750,346.64,1000.0,0.08,SSD,,2.5,SATA 6.0 Gb/s
Klevv CRAS C910,199.27,500.0,0.092,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN730,214.48,256.0,0.193,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 850 Evo,1191.58,2000.0,0.138,SSD,,2.5,SATA 6.0 Gb/s
Nextorage G-Series,3709.0,2000.0,0.428,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power Silm S55,76.22,120.0,0.147,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black,303.09,1000.0,0.07,7200,64.0,2.5,SATA 6.0 Gb/s
Transcend 110S,151.61,256.0,0.137,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate EXOS Enterprise,411.64,4000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital WD_BLACK SN770M,476.59,1000.0,0.11,SSD,,M.2-2230,M.2 PCIe 4.0 X4
Transcend MTE240S,563.25,1000.0,0.13,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NS100,86.62,128.0,0.156,SSD,,2.5,SATA 6.0 Gb/s
Toshiba MG08,1083.21,16000.0,0.016,7200,512.0,3.5,SATA 6.0 Gb/s
Addlink S93,539.2,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S500 Pro,476.59,2000.0,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Lightsaber Collection FireCuda,663.73,1000.0,0.153,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue Mobile,108.32,500.0,0.05,5400,128.0,2.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,99.66,500.0,0.046,5400,8.0,2.5,SATA 6.0 Gb/s
Western Digital Gold,649.91,4000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s
KingSpec NXM,77.95,128.0,0.141,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Seagate IronWolf Pro NAS,1126.58,10000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
HP EX900 Plus,498.25,2000.0,0.057,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Hitachi Ultrastar,255.65,2000.0,0.03,7200,,3.5,SATA 6.0 Gb/s
Corsair MP600 CORE,2027.84,2000.0,0.234,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Gold,1299.86,12000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Inland TD510,1039.88,2000.0,0.12,SSD,,M.2-2280,M.2 PCIe 5.0 X4
ADATA Ultimate SU650,168.94,480.0,0.081,SSD,,2.5,SATA 6.0 Gb/s
ADATA Ultimate SU650,319.47,960.0,0.077,SSD,,2.5,SATA 6.0 Gb/s
PNY XLR8 CS3030,736.57,1000.0,0.17,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Micron 5400 Pro eSSC,6716.15,7680.0,0.202,SSD,,2.5,SATA 6.0 Gb/s
Samsung 850 Pro,1386.56,2000.0,0.16,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Vortex-LX,298.89,1000.0,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate EXOS Enterprise,953.22,8000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
PNY CS3140,641.24,2000.0,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WDS100T1XHE w/Heatsink,433.26,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NQ100,108.28,240.0,0.104,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,203.43,1000.0,0.047,5400,16.0,2.5,SATA 6.0 Gb/s
Inland Platinum,285.89,1024.0,0.064,SSD,,2.5,SATA 6.0 Gb/s
Crucial MX300,693.24,275.0,0.582,SSD,,2.5,SATA 6.0 Gb/s
Inland TN450,511.25,2000.0,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA Legend 850,558.91,2000.0,0.064,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf,945.11,12000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate FireCuda 530,380.22,500.0,0.176,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN750,1182.52,2000.0,0.136,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 860 Pro,1169.91,512.0,0.527,SSD,512.0,2.5,SATA 6.0 Gb/s
Lexar NM610,541.58,1000.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO,1620.5,4000.0,0.093,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple,277.27,2000.0,0.032,5400,256.0,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,358.77,2000.0,0.041,5400,64.0,3.5,SATA 6.0 Gb/s
Micron 3400,649.91,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 750 Evo,649.91,500.0,0.3,SSD,512.0,2.5,SATA 6.0 Gb/s
Western Digital Red,2166.46,10000.0,0.05,5400,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,1297.52,16000.0,0.019,7200,256.0,3.5,SAS 12.0 Gb/s
Seagate SkyHawk Surveillance,303.27,2000.0,0.035,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,402.93,2000.0,0.046,7200,64.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,1408.22,16000.0,0.02,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital WD Blue,517.53,6000.0,0.02,5400,256.0,3.5,SATA 3.0 Gb/s
Western Digital WDBSLA0020HNC-NRSN,281.56,2000.0,0.032,7200,64.0,3.5,SATA 6.0 Gb/s
HP EX900,155.94,250.0,0.144,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,259.94,500.0,0.12,SSD,,2.5,SATA 6.0 Gb/s
MSI SPATIUM S270,153.82,240.0,0.148,SSD,,2.5,SATA 6.0 Gb/s
Acer FA100,138.61,256.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Netac NV7000,697.57,2000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Constellation ES.3,281.64,4000.0,0.016,7200,128.0,3.5,SAS 6.0 Gb/s
Western Digital Green,660.78,2000.0,0.076,SSD,,2.5,SATA 6.0 Gb/s
Lexar NS100,324.89,1000.0,0.075,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,237.8,250.0,0.22,SSD,,M.2-2280,M.2 SATA
Western Digital Blue SN550,727.94,2000.0,0.084,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Acer FA100,203.61,512.0,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte GP-GSM2NE3512GNTD,385.59,512.0,0.174,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 860 Pro,1260.9,1000.0,0.291,SSD,1024.0,2.5,SATA 6.0 Gb/s
Seagate Barracuda Green,890.99,2000.0,0.103,5900,64.0,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,1278.19,16000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s
Crucial P5,1037.62,2000.0,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-FORCE G70 PRO Graphene,368.26,1000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Black,435.42,1000.0,0.1,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Blue Mobile,346.55,2000.0,0.04,5400,128.0,2.5,SATA 6.0 Gb/s
Intel DC P4510,3332.08,8000.0,0.096,SSD,,2.5,U.2
Lexar Professional NM800PRO,259.94,512.0,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SA510,246.94,500.0,0.114,SSD,,M.2-2280,M.2 SATA
Seagate FireCuda 510,649.91,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Surveillance HDD,2703.79,6000.0,0.104,5400,128.0,3.5,SATA 6.0 Gb/s
Mushkin Tempest,177.61,512.0,0.08,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk EXTREME PRO,779.9,1000.0,0.18,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA LEGEND 840,433.26,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda Pro,984.07,10000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s
Kingston Fury Renegade with Heat Sink,329.44,500.0,0.152,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda 510,756.85,1000.0,0.175,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-FORCE G50,541.58,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG SX6000 Pro,330.48,1000.0,0.076,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S11 Pro,211.97,256.0,0.191,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black,303.27,1000.0,0.07,7200,32.0,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,151.61,1000.0,0.035,7200,64.0,3.5,SATA 3.0 Gb/s
Western Digital Red Plus,476.41,4000.0,0.027,5400,128.0,3.5,SATA 6.0 Gb/s
Western Digital Blue,502.58,3000.0,0.039,5400,64.0,3.5,SATA 6.0 Gb/s
SanDisk EXTREME PRO,537.29,500.0,0.248,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Premium For PS5,303.22,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
HP EX900 Plus,138.61,256.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S50 Lite,774.18,1000.0,0.179,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple,233.94,1000.0,0.054,5400,64.0,3.5,SATA 6.0 Gb/s
Verbatim Vi7000G,1048.59,4000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba N300,1052.92,8000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s
Lexar NQ100,151.61,480.0,0.073,SSD,,2.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,1239.67,14000.0,0.02,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Red,1364.9,12000.0,0.026,5400,256.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He12,1386.52,12000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,486.81,4000.0,0.028,5900,64.0,3.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S5,417.05,512.0,0.188,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black PCIe,558.44,256.0,0.503,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Apacer AS2280P4,229.22,512.0,0.103,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital RE4,155.77,1000.0,0.036,7200,64.0,3.5,SATA 3.0 Gb/s
Western Digital PC SN730,649.91,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba HDKCC00,216.65,500.0,0.1,7200,16.0,2.5,SATA 6.0 Gb/s
Toshiba X300 Pro,1473.18,16000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital Green,455.09,480.0,0.219,SSD,,M.2-2280,M.2 SATA
Seagate IronWolf NAS,547.39,2000.0,0.063,5400,256.0,3.5,SATA 6.0 Gb/s
PNY CS3150 RGB,693.28,1000.0,0.16,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Red Pro,1256.53,12000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
HP EX900 Plus,203.61,512.0,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland QN322,732.06,2000.0,0.084,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red,1860.81,14000.0,0.031,5400,,3.5,SATA 6.0 Gb/s
Samsung MZ-75E4T0B,1863.15,4000.0,0.107,SSD,4096.0,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar He10,752.99,8000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Mushkin Tempest,116.95,256.0,0.105,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Oyen Digital E18-8TBICS5,3635.39,8000.0,0.105,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte GP-GSTFS31120GNTD,129.99,120.0,0.25,SSD,,2.5,SATA 6.0 Gb/s
KingSpec NXM,277.27,1000.0,0.064,SSD,,M.2-2242,M.2 PCIe 3.0 X4
TEAMGROUP MP44,255.04,512.0,0.115,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP CX1,90.95,240.0,0.087,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX6000,173.28,256.0,0.156,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Toshiba MD04ACA600,1715.13,6000.0,0.066,7200,128.0,3.5,SATA 6.0 Gb/s
Lexar NS100,168.94,512.0,0.076,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,1291.02,12000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital RE,243.64,2000.0,0.028,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Red SA500,892.55,2000.0,0.103,SSD,,2.5,SATA 6.0 Gb/s
Kingston KC600,441.4,1024.0,0.099,SSD,,mSATA,mSATA
Inland 1TB TD510 NVME,693.24,1000.0,0.16,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Black,125.61,500.0,0.058,7200,32.0,2.5,SATA 6.0 Gb/s
HP FX900 Pro,238.27,512.0,0.107,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP400,925.96,1000.0,0.214,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel 600p,515.63,512.0,0.232,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Transcend 830S,953.22,2000.0,0.11,SSD,,M.2-2280,M.2 SATA
Seagate Lightsaber Collection FireCuda,1299.86,2000.0,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba X300 Pro,1191.53,12000.0,0.023,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,706.24,6000.0,0.027,5400,256.0,3.5,SATA 6.0 Gb/s
Addlink A95,625.86,2000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Nextorage NEM-PA,1299.86,4000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red SA500,303.22,500.0,0.14,SSD,,2.5,SATA 6.0 Gb/s
VisionTek 901409,6170.15,8000.0,0.178,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 5000E,349.11,500.0,0.161,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intel 545s,515.63,256.0,0.465,SSD,,2.5,SATA 6.0 Gb/s
Intel 660p,1733.94,2000.0,0.2,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Blue,186.28,250.0,0.172,7200,16.0,3.5,SATA 6.0 Gb/s
SanDisk Ultra II,191.04,240.0,0.184,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,877.87,6000.0,0.034,5400,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE G70 PRO Aluminum,389.93,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot Burst,148.8,240.0,0.143,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3700,433.3,100.0,1.0,SSD,,2.5,SATA 6.0 Gb/s
Patriot P400,303.22,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,359.6,4000.0,0.021,5400,64.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512e/4Kn,606.58,6000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s
Intel D3-S4520,4080.6,7680.0,0.123,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X18,1658.8,18000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s
PNY XLR8 CS3140 w/Heatsink,433.26,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
HP EX900,142.95,120.0,0.275,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Create Classic,354.61,1000.0,0.082,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro,807.28,4000.0,0.047,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate EE25.2,311.89,40.0,1.799,5400,8.0,2.5,SATA 3.0 Gb/s
SanDisk Ultra II,866.56,480.0,0.417,SSD,,2.5,SATA 6.0 Gb/s
Lenovo S4520,1036.41,480.0,0.498,SSD,,3.5,SATA 6.0 Gb/s
Western Digital Red Plus,563.25,6000.0,0.022,5640,128.0,3.5,SATA 6.0 Gb/s
KIOXIA EXCERIA,303.09,960.0,0.073,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple Pro,909.89,8000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba X300 Pro,1624.83,18000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s
Verbatim Vi560,270.25,1000.0,0.062,SSD,,M.2-2280,M.2 SATA
Intenso High Performance,358.3,960.0,0.086,SSD,,2.5,SATA 6.0 Gb/s
Toshiba N300,476.59,4000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate ST2000DX001,1021.68,2000.0,0.118,,64.0,3.5,SATA 6.0 Gb/s
PNY XLR8 CS3030,300.49,250.0,0.277,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Blue,259.94,640.0,0.094,7200,16.0,3.5,SATA 3.0 Gb/s
Western Digital Ultrastar DC HC330,1234.86,10000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s
Intel 760p,493.53,256.0,0.445,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston A400,1407.49,1920.0,0.169,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda Q1,563.03,480.0,0.271,SSD,,2.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,259.94,2000.0,0.03,7200,128.0,3.5,SATA 6.0 Gb/s
Leven JS600,86.57,256.0,0.078,SSD,,2.5,SATA 6.0 Gb/s
Klevv CRAS C930,346.55,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 4.0 HTSK,433.26,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA SU635,173.28,480.0,0.083,SSD,,2.5,SATA 6.0 Gb/s
Intel DC S3610,1430.89,1600.0,0.206,SSD,,2.5,SATA 6.0 Gb/s
Timetec 30TTQNS3SATA-1TB,284.03,1000.0,0.066,SSD,,2.5,SATA 6.0 Gb/s
Samsung 850 Evo,893.07,500.0,0.412,SSD,,M.2-2280,M.2 SATA
Toshiba OCZ TR200,160.28,240.0,0.154,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512n,506.92,2000.0,0.058,7200,256.0,3.5,SATA 6.0 Gb/s
Intel Optane 905P,1334.52,960.0,0.321,SSD,,2.5,U.2
ADATA XPG SX8100,489.59,2000.0,0.056,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba P300,475.42,4000.0,0.027,5400,128.0,3.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE G70 PRO Aluminum,1256.53,4000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Plus,346.6,2000.0,0.04,5400,64.0,3.5,SATA 6.0 Gb/s
Western Digital Green,433.26,1000.0,0.1,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black SN750,1459.22,1000.0,0.337,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 860 Pro,866.56,256.0,0.781,SSD,512.0,2.5,SATA 6.0 Gb/s
Lexar NM610,259.94,500.0,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple Surveillance,634.26,6000.0,0.024,5400,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,1148.2,12000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s
Transcend MTS800,151.4,32.0,1.092,SSD,,M.2-2280,M.2 SATA
HP EX920,316.22,512.0,0.143,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
KingSpec XG7000,389.93,1000.0,0.09,SSD,,M.2-2242,M.2 PCIe 4.0 X4
Patriot Viper VP4300,476.59,1000.0,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Hitachi Deskstar NAS,2941.59,10000.0,0.068,7200,256.0,3.5,SATA 6.0 Gb/s
Corsair MP400,594.96,1000.0,0.137,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Mushkin Vortex-LX,190.61,512.0,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4
VisionTek DLX4,333.64,1000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
FanXiang S770,389.93,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power A55,112.53,256.0,0.101,SSD,,M.2-2280,M.2 SATA
Samsung PM893,2608.47,3840.0,0.157,SSD,,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,541.58,6000.0,0.021,5400,256.0,3.5,SATA 6.0 Gb/s
HP EX950,447.08,1000.0,0.103,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 CORE,916.43,1000.0,0.211,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf,394.91,1000.0,0.091,5400,256.0,3.5,SATA 6.0 Gb/s
Intel DC S3710,1161.11,400.0,0.67,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,145.16,500.0,0.067,5400,128.0,2.5,SATA 6.0 Gb/s
Seagate Constellation ES.2,1269.57,2000.0,0.146,7200,64.0,3.5,SATA 6.0 Gb/s
TEAMGROUP Z440 Lite,216.61,500.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA LEGEND 900,606.58,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi3000,181.9,512.0,0.082,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SA510,173.28,250.0,0.16,SSD,,M.2-2280,M.2 SATA
KingSpec NXM,103.95,256.0,0.094,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Mushkin Pilot-E,630.06,2000.0,0.073,SSD,,M.2-2280,M.2 PCIe 3.0 X4
HP EX920,259.94,256.0,0.234,SSD,256.0,M.2-2280,M.2 PCIe 3.0 X4
GameStop 23VG-GSPL-GameStop NVMe SSD-Heatsink-2TB,736.57,2000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket,303.22,512.0,0.137,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Verbatim Vi7000G,457.09,1000.0,0.105,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 120,3047.36,2000.0,0.352,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Green,316.31,240.0,0.304,SSD,,2.5,SATA 6.0 Gb/s
Seagate Enterprise,537.64,6000.0,0.021,7200,128.0,3.5,SAS 12.0 Gb/s
Western Digital Blue,732.28,1000.0,0.169,SSD,,2.5,SATA 6.0 Gb/s
Inland Platinum,519.92,2000.0,0.06,SSD,,2.5,SATA 6.0 Gb/s
Toshiba P300,318.91,2000.0,0.037,5400,128.0,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,1603.17,18000.0,0.021,7200,512.0,3.5,SAS 12.0 Gb/s
Western Digital BLACK SN850 Call of Duty Edition,939.22,1000.0,0.217,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG SPECTRIX S20G,508.04,1000.0,0.117,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU760,164.61,512.0,0.074,SSD,,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,290.18,120.0,0.558,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Ultra 3D,212.23,250.0,0.196,SSD,,2.5,SATA 6.0 Gb/s
Samsung MZVPV512HDGL-00000,886.06,512.0,0.399,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland Platinum,866.56,2000.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM610,160.28,250.0,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,281.6,2000.0,0.032,5400,64.0,3.5,SATA 6.0 Gb/s
ADATA LEGEND 960 MAX,1299.86,4000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung Spinpoint M8,166.21,1000.0,0.038,5400,8.0,2.5,SATA 3.0 Gb/s
ADATA XPG SX6000,341.22,128.0,0.615,SSD,,M.2-2280,M.2 PCIe 3.0 X2
Verbatim Vi550,108.28,256.0,0.098,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,432.09,1000.0,0.1,7200,32.0,3.5,SATA 6.0 Gb/s
Western Digital Blue,376.49,500.0,0.174,SSD,,2.5,SATA 6.0 Gb/s
Inland Platinum,3899.7,8000.0,0.113,SSD,,M.2-2280,M.2 PCIe 3.0 X4
